importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,jt_batch_ml_training,jt_ci_cd_build,jt_data_archival,jt_etl_pipeline,jt_fraud_detection,jt_real_time_inference,jt_scientific_compute,jt_video_transcoding,jt_web_serving,cur_region_enc,urgency,green_pressure,carbon_load,cost_pressure,lat_x_imp,deadline_urg,energy_per_vcpu,renew_x_green,perf_vs_green,imp_sq,cost_x_imp,dl_lat,label,recommended_region
3,0.2885,746.0,70,0.1803,56.75,16,32,0,189.6,81.1,0.0665,0.625,0,0,0,0,0,0,1,0,0,2.0,0.7037824520615463,0.27669444444444447,141.4416,2.8848,0.8654999999999999,0.30000000000000004,46.62499708593768,0.625,-0.72125,9,0.5408999999999999,20.195,6,us-west-2
8,0.7218,9.5,2,0.1979,7.64,16,64,1,234.7,72.8,0.0616,0.57,0,0,0,0,1,0,0,0,0,3.0,7.281907184737135,0.06182222222222222,2.22965,3.1664,5.7744,0.98,0.5937499628906273,1.14,1.8045,64,1.5832,1.4436,1,ap-southeast-1
2,0.6711,83.86,155,0.3156,1.06,8,64,0,405.3,19.1,0.0416,0.406,0,0,1,0,0,0,0,0,0,4.0,0.3960508182962042,0.14617777777777777,33.988458,2.5248,1.3422,0.0,10.482498689687665,0.406,-2.34885,4,0.6312,104.0205,3,eu-north-1
5,0.3882,379.62,145,0.4155,60.31,4,8,0,396.4,37.2,0.0593,0.235,0,0,0,0,0,0,1,0,0,5.0,1.0032892594152596,0.16994444444444445,150.48136799999997,1.662,1.9409999999999998,0.0,94.90497627375593,0.235,-0.1941,25,2.0774999999999997,56.289,2,eu-central-1
8,0.6508,26.24,1,0.7949,46.46,8,32,0,187.3,68.1,0.0582,0.582,0,0,0,0,0,1,0,0,0,3.0,11.541543676183881,0.038799999999999994,4.914752,6.3592,5.2064,0.99,3.279999590000051,0.582,1.6270000000000002,64,6.3592,0.6508,1,ap-southeast-1
2,0.4041,175.43,130,0.1036,20.43,4,16,0,245.3,64.9,0.0592,0.556,0,0,0,0,0,0,1,0,0,3.0,0.41023972101441825,0.26484444444444444,43.032979000000005,0.4144,0.8082,0.0,43.857489035627744,0.556,-1.41435,4,0.2072,52.533,3,eu-north-1
7,0.5001,17.92,3,0.2847,13.71,4,32,0,37.4,75.4,0.0467,0.848,0,0,0,0,0,0,0,0,1,0.0,5.049429000718283,0.08331666666666666,0.6702080000000001,1.1388,3.5007,0.97,4.47999888000028,0.848,0.75015,49,1.9929000000000001,1.5003,5,us-east-1
3,0.5312,184.35,4,0.6988,76.76,2,8,1,446.6,17.9,0.0368,0.396,0,0,0,0,0,0,0,1,0,4.0,1.8640036455082525,0.36462222222222224,82.33071000000001,1.3976,1.5936,0.96,92.17495391252304,0.792,-1.328,9,2.0964,2.1248,3,eu-north-1
7,0.5838,17.88,1,0.0209,2.83,8,32,0,197.9,58.0,0.059,0.545,0,0,0,0,0,0,0,0,1,3.0,10.098850716660897,0.06936666666666667,3.538452,0.1672,4.0866,0.99,2.234999720625035,0.545,0.8756999999999999,49,0.14629999999999999,0.5838,5,us-east-1
5,0.2684,10.17,3,0.0433,121.0,4,16,0,42.1,107.8,0.0546,1.0,0,1,0,0,0,0,0,0,0,0.0,3.6067350005130594,0.20322222222222225,0.42815700000000007,0.1732,1.342,0.97,2.5424993643751588,1.0,-0.1342,25,0.2165,0.8052000000000001,5,us-east-1
3,0.4621,525.82,181,0.5783,23.81,16,128,1,407.3,25.8,0.0458,0.343,0,0,0,0,0,0,1,0,0,4.0,0.5764787795087146,0.4183666666666667,214.16648600000002,9.2528,1.3863,0.0,32.863747946015756,0.686,-1.15525,9,1.7349,83.6401,3,eu-north-1
7,0.5927,3.57,3,0.0835,56.3,2,8,1,211.8,58.5,0.0646,0.539,0,0,0,0,0,1,0,0,0,3.0,5.049429000718283,0.13576666666666667,0.756126,0.167,4.1489,0.97,1.784999107500446,1.078,0.88905,49,0.5845,1.7781,1,ap-southeast-1
1,0.2986,490.41,69,0.4813,16.32,8,64,1,118.3,41.0,0.0493,0.682,0,0,0,0,0,0,1,0,0,1.0,0.23537740014985328,0.7014,58.015503,3.8504,0.2986,0.31000000000000005,61.30124233734472,1.364,-1.3437,1,0.4813,20.603399999999997,3,eu-north-1
7,0.7596,10.47,9,0.1519,45.5,64,128,1,94.6,50.4,0.0443,0.699,0,1,0,0,0,0,0,0,0,1.0,3.0400600530414565,0.08013333333333332,0.990462,9.7216,5.317200000000001,0.91,0.16359374744384772,1.398,1.1394000000000002,49,1.0633000000000001,6.8364,1,ap-southeast-1
9,0.6192,27.91,1,0.7585,36.92,16,128,0,231.3,70.5,0.0596,0.593,0,0,0,0,0,1,0,0,0,3.0,12.984236635706866,0.021155555555555556,6.455583000000001,12.136,5.5728,0.99,1.7443748909765693,0.593,2.1672,81,6.826499999999999,0.6192,1,ap-southeast-1
7,0.3739,9.52,5,0.5796,56.84,16,32,1,541.4,56.4,0.0345,0.167,0,1,0,0,0,0,0,0,0,6.0,3.9067722054476475,0.2087,5.154128,9.2736,2.6173,0.95,0.5949999628125022,0.334,0.5608500000000001,49,4.0572,1.8695,3,eu-north-1
2,0.6117,113.91,3,0.3533,15.33,4,8,1,241.2,54.9,0.0531,0.584,0,0,0,0,0,0,0,1,0,3.0,1.4426940002052238,0.34515555555555555,27.475091999999997,1.4132,1.2234,0.97,28.477492880626777,1.168,-2.14095,4,0.7066,1.8351000000000002,3,eu-north-1
9,0.1771,4.17,3,0.3562,74.77,64,512,0,131.1,37.5,0.05,0.643,0,0,0,0,0,0,0,0,1,1.0,6.492123000923507,0.04571666666666666,0.546687,22.7968,1.5939,0.97,0.06515624898193362,0.643,0.61985,81,3.2058,0.5313,5,us-east-1
1,0.0967,622.0,158,0.6929,66.03,64,128,0,40.6,66.2,0.0605,0.906,0,0,0,0,0,0,1,0,0,0.0,0.19728125899099275,0.45165,25.2532,44.3456,0.0967,0.0,9.718749848144533,0.906,-0.43515,1,0.6929,15.278599999999999,3,eu-north-1
9,0.4118,4.79,1,0.4747,49.1,8,64,0,39.1,85.7,0.048,0.918,0,0,0,0,0,1,0,0,0,0.0,12.984236635706866,0.03267777777777778,0.187289,3.7976,3.7062,0.99,0.5987499251562595,0.918,1.4413,81,4.2723,0.4118,5,us-east-1
6,0.3128,170.26,10,0.4164,30.39,4,16,1,224.4,51.2,0.0575,0.513,0,0,0,1,0,0,0,0,0,3.0,2.5021933050498197,0.30542222222222226,38.206343999999994,1.6656,1.8768000000000002,0.9,42.564989358752655,1.026,0.1564,36,2.4984,3.128,3,eu-north-1
2,0.566,70.01,12,0.3734,30.32,8,16,0,474.6,62.4,0.0314,0.16,0,0,0,1,0,0,0,0,0,6.0,0.7797421865035028,0.19288888888888892,33.226746000000006,2.9872,1.132,0.88,8.751248906093888,0.16,-1.9809999999999999,4,0.7468,6.792,3,eu-north-1
4,0.2421,36.03,116,0.3209,84.09,4,8,0,181.1,80.0,0.0609,0.605,0,0,1,0,0,0,0,0,0,2.0,0.8399523442054896,0.2526333333333333,6.5250330000000005,1.2836,0.9684,0.0,9.007497748125562,0.605,-0.36315000000000003,16,1.2836,28.0836,6,us-west-2
8,0.3963,4.03,1,0.3836,1.58,32,128,0,116.5,46.5,0.0552,0.775,0,0,0,0,0,1,0,0,0,1.0,11.541543676183881,0.06707777777777778,0.469495,12.2752,3.1704,0.99,0.12593749606445326,0.775,0.99075,64,3.0688,0.3963,5,us-east-1
9,0.6405,9.27,2,0.1073,64.49,4,8,0,102.1,54.5,0.0545,0.761,0,0,0,0,0,0,0,0,1,1.0,8.192145582829276,0.019972222222222225,0.9464669999999998,0.4292,5.7645,0.98,2.3174994206251447,0.761,2.2417499999999997,81,0.9657,1.281,5,us-east-1
8,0.4995,21.13,1,0.6494,5.74,32,64,0,511.2,46.3,0.0328,0.169,0,0,0,0,0,0,0,0,1,6.0,11.541543676183881,0.055611111111111104,10.801656,20.7808,3.996,0.99,0.6603124793652351,0.169,1.24875,64,5.1952,0.4995,5,us-east-1
6,0.5655,157.5,13,0.2451,39.55,32,128,0,141.7,77.9,0.0554,0.66,0,0,0,0,0,0,0,1,0,2.0,2.2735382286433676,0.09655555555555556,22.31775,7.8432,3.393,0.87,4.921874846191411,0.66,0.28275,36,1.4706000000000001,7.3515,4,sa-east-1
6,0.2177,18.65,1,0.3382,106.5,32,128,0,394.7,24.8,0.0443,0.337,0,0,0,0,0,0,0,0,1,4.0,8.656157757137912,0.17384444444444444,7.361154999999999,10.8224,1.3062,0.99,0.58281248178711,0.337,0.10885,36,2.0292,0.2177,5,us-east-1
5,0.6748,468.25,76,0.5209,23.01,2,16,1,119.1,60.2,0.054,0.758,1,0,0,0,0,0,0,0,0,1.0,1.1510641852834433,0.1806666666666667,55.768575,1.0418,3.3739999999999997,0.24,234.1248829375585,1.516,-0.3374,25,2.6045000000000003,51.2848,3,eu-north-1
1,0.2079,441.87,67,0.3963,13.15,32,128,1,256.3,83.3,0.053,0.54,1,0,0,0,0,0,0,0,0,3.0,0.2369944156705475,0.7921,113.251281,12.6816,0.2079,0.32999999999999996,13.808437068486343,1.08,-0.93555,1,0.3963,13.9293,3,eu-north-1
10,0.3658,16.51,1,0.0304,38.89,32,64,1,356.9,18.3,0.0432,0.348,0,0,0,0,0,1,0,0,0,4.0,14.426929595229852,0.0,5.892419,0.9728,3.6580000000000004,0.99,0.5159374838769537,0.696,1.6461000000000001,100,0.304,0.3658,5,us-east-1
5,0.6316,11.31,1,0.3344,29.09,64,128,0,39.0,102.7,0.0562,0.916,0,0,0,0,0,0,0,0,1,0.0,7.213464797614926,0.10233333333333332,0.44109000000000004,21.4016,3.1580000000000004,0.99,0.1767187472387696,0.916,-0.3158,25,1.672,0.6316,5,us-east-1
5,0.3395,420.8,73,0.217,69.8,2,4,0,244.6,65.8,0.0528,0.507,0,0,0,0,0,0,1,0,0,3.0,1.1616921979647716,0.1834722222222222,102.92768000000001,0.434,1.6975000000000002,0.27,210.39989480005258,0.507,-0.16975,25,1.085,24.7835,2,eu-central-1
7,0.2514,26.06,1,0.0065,76.08,16,128,1,387.1,23.5,0.057,0.211,0,0,0,0,0,1,0,0,0,5.0,10.098850716660897,0.24953333333333333,10.087826000000002,0.104,1.7598,0.99,1.6287498982031312,0.422,0.3771,49,0.0455,0.2514,5,us-east-1
1,0.3737,330.86,189,0.1383,104.01,16,32,0,44.7,97.5,0.0612,0.969,0,0,0,0,0,0,1,0,0,0.0,0.19058418556179024,0.31315000000000004,14.789442000000001,2.2128,0.3737,0.0,20.678748707578205,0.969,-1.6816499999999999,1,0.1383,70.6293,3,eu-north-1
1,0.827,506.23,165,0.3638,9.57,8,32,0,221.7,61.2,0.054,0.528,0,0,0,0,0,0,1,0,0,3.0,0.19561858239550062,0.08650000000000002,112.231191,2.9104,0.827,0.0,63.278742090157245,0.528,-3.7215,1,0.3638,136.45499999999998,3,eu-north-1
7,0.4729,105.32,8,0.5623,55.25,2,4,1,409.0,35.8,0.0611,0.202,0,0,0,1,0,0,0,0,0,5.0,3.1858358432575535,0.17570000000000002,43.07588,1.1246,3.3103,0.92,52.65997367001316,0.404,0.7093499999999999,49,3.9361,3.7832,3,eu-north-1
2,0.3691,269.83,14,0.5556,13.48,64,128,1,448.7,24.9,0.0427,0.363,0,0,0,0,0,0,0,1,0,4.0,0.738538473418071,0.5608,121.07272099999999,35.5584,0.7382,0.86,4.216093684123536,0.726,-1.29185,4,1.1112,5.1674,3,eu-north-1
9,0.4415,8.3,2,0.4473,71.35,4,32,0,165.4,95.9,0.0614,0.6,0,0,0,0,1,0,0,0,0,2.0,8.192145582829276,0.03102777777777778,1.3728200000000002,1.7892,3.9735,0.98,2.07499948125013,0.6,1.54525,81,4.0257,0.883,5,us-east-1
3,0.3125,37.37,263,0.3762,18.74,16,64,1,39.7,91.4,0.0504,1.0,0,0,1,0,0,0,0,0,0,0.0,0.5380249006007432,0.5347222222222222,1.483589,6.0192,0.9375,0.0,2.3356248540234463,2.0,-0.78125,9,1.1286,82.1875,3,eu-north-1
5,0.6989,150.44,8,0.3539,28.23,32,128,0,97.7,55.5,0.041,0.68,0,0,0,0,0,0,0,1,0,1.0,2.2755970308982523,0.08363888888888889,14.697987999999999,11.3248,3.4945,0.92,4.701249853085942,0.68,-0.34945,25,1.7694999999999999,5.5912,4,sa-east-1
2,0.5122,104.43,14,0.8985,90.08,16,128,0,493.5,46.5,0.034,0.177,0,0,0,0,0,0,0,1,0,6.0,0.738538473418071,0.2168,51.536205,14.376,1.0244,0.86,6.526874592070338,0.177,-1.7927,4,1.797,7.1708,3,eu-north-1
2,0.1795,897.02,142,0.1573,21.02,64,512,0,215.1,56.2,0.0542,0.538,0,0,0,0,0,0,1,0,0,3.0,0.40299460208986165,0.3646666666666667,192.94900199999998,10.0672,0.359,0.0,14.01593728100098,0.538,-0.62825,4,0.3146,25.488999999999997,3,eu-north-1
4,0.1632,224.09,54,0.2003,46.88,32,128,0,42.2,104.0,0.0473,0.971,1,0,0,0,0,0,0,0,0,0.0,0.998169809431043,0.2789333333333333,9.456598,6.4096,0.6528,0.45999999999999996,7.002812281162117,0.971,-0.24480000000000002,16,0.8012,8.812800000000001,6,us-west-2
1,0.3407,850.25,74,0.5808,43.66,8,16,1,445.5,28.4,0.0637,0.229,0,0,0,0,0,0,1,0,0,5.0,0.2316161022536855,0.6593,378.786375,4.6464,0.3407,0.26,106.28123671484542,0.458,-1.53315,1,0.5808,25.2118,3,eu-north-1
3,0.5797,68.08,106,0.4951,40.95,4,16,0,475.4,32.4,0.0504,0.227,0,0,1,0,0,0,0,0,0,5.0,0.6420092548363601,0.16344999999999998,32.365232,1.9804,1.7391,0.0,17.01999574500106,0.227,-1.44925,9,1.4853,61.4482,6,us-west-2
8,0.492,35.43,6,0.528,86.63,64,256,0,109.3,52.3,0.0473,0.645,0,1,0,0,0,0,0,0,0,1.0,4.1111846262270415,0.05644444444444444,3.872499,33.792,3.936,0.94,0.5535937413500978,0.645,1.23,64,4.224,2.952,5,us-east-1
1,0.3012,449.49,130,0.7797,41.98,4,8,1,320.1,18.7,0.0424,0.381,0,0,0,0,0,0,1,0,0,4.0,0.20511986050720912,0.6988,143.881749,3.1188,0.3012,0.0,112.37247190688203,0.762,-1.3554000000000002,1,0.7797,39.156000000000006,3,eu-north-1
3,0.5708,159.48,12,0.4794,23.06,64,128,0,96.1,45.3,0.0564,0.68,0,0,0,0,0,0,0,1,0,1.0,1.1696132797552543,0.16691111111111112,15.326027999999999,30.6816,1.7124,0.88,2.4918749610644535,0.68,-1.427,9,1.4382,6.8496,4,sa-east-1
8,0.3229,35.1,2,0.6545,6.15,8,64,0,155.4,100.3,0.0553,0.701,0,1,0,0,0,0,0,0,0,2.0,7.281907184737135,0.07523333333333333,5.454540000000001,5.236,2.5832,0.98,4.387499451562569,0.701,0.80725,64,5.236,0.6458,5,us-east-1
9,0.2518,13.55,1,0.2537,33.96,32,64,0,185.2,117.1,0.0547,0.634,0,0,0,0,1,0,0,0,0,2.0,12.984236635706866,0.04156666666666667,2.5094600000000002,8.1184,2.2662000000000004,0.99,0.4234374867675786,0.634,0.8813000000000001,81,2.2832999999999997,0.2518,5,us-east-1
6,0.3513,41.01,1,0.0344,4.54,16,32,1,181.5,70.8,0.0541,0.665,0,1,0,0,0,0,0,0,0,2.0,8.656157757137912,0.28831111111111113,7.443314999999999,0.5504,2.1078,0.99,2.563124839804697,1.33,0.17565,36,0.2064,0.3513,3,eu-north-1
5,0.4599,67.37,10,0.213,33.56,8,64,0,115.9,60.4,0.0535,0.751,0,0,0,0,0,0,0,1,0,1.0,2.0851610875415165,0.15002777777777776,7.8081830000000005,1.704,2.2995,0.9,8.421248947343884,0.751,-0.22995,25,1.065,4.599,4,sa-east-1
4,0.4993,533.26,76,0.6704,19.55,8,32,0,261.2,79.0,0.0603,0.49,1,0,0,0,0,0,0,0,0,3.0,0.9208513482267546,0.16689999999999997,139.287512,5.3632,1.9972,0.24,66.65749166781355,0.49,-0.74895,16,2.6816,37.9468,6,us-west-2
9,0.6482,13.94,2,0.305,13.48,32,256,0,407.9,33.6,0.0641,0.217,0,0,0,0,1,0,0,0,0,5.0,8.192145582829276,0.019544444444444444,5.686125999999999,9.76,5.8338,0.98,0.4356249863867192,0.217,2.2687,81,2.745,1.2964,4,sa-east-1
10,0.5655,21.17,3,0.621,55.58,64,512,0,433.0,15.4,0.043,0.351,0,0,0,0,0,1,0,0,0,4.0,7.213470001026119,0.0,9.16661,39.744,5.655,0.97,0.3307812448315431,0.351,2.54475,100,6.21,1.6965,1,ap-southeast-1
1,0.804,237.45,37,0.3464,53.31,2,16,1,171.8,71.9,0.0629,0.614,0,0,0,0,0,0,1,0,0,2.0,0.27490750216833804,0.19599999999999995,40.793910000000004,0.6928,0.804,0.63,118.72494063752967,1.228,-3.6180000000000003,1,0.3464,29.748,3,eu-north-1
5,0.2427,113.33,13,0.7492,81.15,8,64,0,96.5,50.6,0.0477,0.706,0,0,0,0,0,0,0,1,0,1.0,1.89461519053614,0.2103611111111111,10.936345,5.9936,1.2135,0.87,14.166248229218972,0.706,-0.12135,25,3.746,3.1551,0,ap-south-1
1,0.1772,69.38,135,0.6479,5.38,16,128,0,118.3,43.2,0.0431,0.772,0,0,1,0,0,0,0,0,0,1.0,0.20355588163695942,0.4114,8.207653999999998,10.3664,0.1772,0.0,4.3362497289843915,0.772,-0.7974,1,0.6479,23.922,3,eu-north-1
7,0.7338,20.37,3,0.5382,40.31,64,128,0,421.1,40.0,0.0599,0.21,0,0,0,0,0,1,0,0,0,5.0,5.049429000718283,0.044366666666666665,8.577807,34.4448,5.1366,0.97,0.31828124502685556,0.21,1.1007,49,3.7674000000000003,2.2014,1,ap-southeast-1
3,0.6075,192.75,17,0.6223,0.85,32,256,0,47.9,101.9,0.0511,0.895,0,0,0,0,0,0,0,1,0,0.0,1.0379284096849952,0.15263888888888888,9.232725,19.9136,1.8225000000000002,0.83,6.023437311767585,0.895,-1.51875,9,1.8668999999999998,10.3275,4,sa-east-1
3,0.3642,249.85,14,0.3911,34.05,16,64,0,109.8,42.1,0.044,0.657,0,0,0,0,0,0,0,1,0,1.0,1.1078077101271064,0.24725555555555553,27.433529999999998,6.2576,1.0926,0.86,15.615624024023496,0.657,-0.9105000000000001,9,1.1733,5.098800000000001,2,eu-central-1
2,0.8076,16.93,267,0.4282,53.97,8,32,0,331.3,25.7,0.0399,0.346,0,0,1,0,0,0,0,0,0,4.0,0.35771852970738405,0.08551111111111112,5.608909,3.4256,1.6152,0.0,2.116249735468783,0.346,-2.8266,4,0.8564,215.6292,3,eu-north-1
3,0.3224,43.69,3,0.7959,29.42,8,64,0,33.7,60.2,0.049,0.986,0,0,0,0,0,0,0,1,0,0.0,2.1640410003078356,0.2635111111111111,1.472353,6.3672,0.9672000000000001,0.97,5.461249317343835,0.986,-0.806,9,2.3877,0.9672000000000001,0,ap-south-1
4,0.4166,52.0,4,0.1834,60.5,8,32,0,511.8,33.9,0.0665,0.204,0,1,0,0,0,0,0,0,0,5.0,2.4853381940110033,0.19446666666666665,26.6136,1.4672,1.6664,0.96,6.499999187500102,0.204,-0.6249,16,0.7336,1.6664,4,sa-east-1
5,0.2423,171.78,4,0.0343,38.5,32,256,0,525.7,46.0,0.029,0.167,0,0,0,0,0,0,0,1,0,6.0,3.106672742513754,0.21047222222222223,90.30474600000001,1.0976,1.2115,0.96,5.3681248322460995,0.167,-0.12115,25,0.17149999999999999,0.9692,4,sa-east-1
9,0.1679,13.97,1,0.4237,55.35,4,8,0,489.1,38.2,0.0634,0.237,0,0,0,0,0,1,0,0,0,5.0,12.984236635706866,0.046227777777777784,6.832727000000001,1.6948,1.5110999999999999,0.99,3.4924991268752184,0.237,0.58765,81,3.8133000000000004,0.1679,5,us-east-1
4,0.3029,190.57,14,0.4973,36.88,2,4,0,42.7,60.4,0.0599,0.906,0,0,0,1,0,0,0,0,0,0.0,1.477076946836142,0.23236666666666672,8.137339,0.9946,1.2116,0.86,95.2849523575238,0.906,-0.45435000000000003,16,1.9892,4.2406,4,sa-east-1
6,0.5361,90.95,11,0.0322,40.03,8,64,0,454.0,33.2,0.0611,0.201,0,0,0,0,0,0,0,1,0,5.0,2.4145766545939398,0.10308888888888888,41.2913,0.2576,3.2166,0.89,11.368748578906429,0.201,0.26805,36,0.19319999999999998,5.8971,4,sa-east-1
5,0.389,38.71,19,0.32,27.93,32,64,0,331.5,19.1,0.0413,0.378,0,0,0,1,0,0,0,0,0,4.0,1.6690404463372819,0.16972222222222222,12.832365,10.24,1.945,0.81,1.2096874621972669,0.378,-0.1945,25,1.6,7.391,4,sa-east-1
2,0.184,287.25,81,0.2718,44.86,64,512,0,132.3,96.6,0.0553,0.634,1,0,0,0,0,0,0,0,0,2.0,0.45385227284205865,0.3626666666666667,38.003175000000006,17.3952,0.368,0.18999999999999995,4.488281179870607,0.634,-0.644,4,0.5436,14.904,3,eu-north-1
4,0.5449,834.27,179,0.7764,57.41,32,256,0,599.6,61.2,0.0397,0.18,0,0,0,0,0,0,1,0,0,6.0,0.7702739199614905,0.1517,500.228292,24.8448,2.1796,0.0,26.07093668528323,0.18,-0.81735,16,3.1056,97.53710000000001,6,us-west-2
5,0.2205,7.04,1,0.1969,46.28,8,16,0,177.0,69.5,0.0544,0.696,0,0,0,0,0,0,0,0,1,2.0,7.213464797614926,0.21652777777777776,1.2460799999999999,1.5752,1.1025,0.99,0.8799998900000139,0.696,-0.11025,25,0.9844999999999999,0.2205,5,us-east-1
2,0.5426,247.8,85,0.2713,12.22,2,16,0,377.9,16.2,0.0453,0.383,1,0,0,0,0,0,0,0,0,4.0,0.4489994645641368,0.2032888888888889,93.64362,0.5426,1.0852,0.15000000000000002,123.89993805003097,0.383,-1.8990999999999998,4,0.5426,46.120999999999995,3,eu-north-1
8,0.1312,24.16,1,0.1418,25.0,2,4,0,331.2,25.7,0.0424,0.366,0,0,0,0,0,1,0,0,0,4.0,11.541543676183881,0.09653333333333333,8.001792,0.2836,1.0496,0.99,12.07999396000302,0.366,0.328,64,1.1344,0.1312,5,us-east-1
3,0.1348,50.09,2,0.2171,56.49,16,32,1,44.6,102.6,0.0557,0.841,0,1,0,0,0,0,0,0,0,0.0,2.7307151942764256,0.6729333333333334,2.234014,3.4736,0.4044,0.98,3.13062480433595,1.682,-0.337,9,0.6513,0.2696,3,eu-north-1
8,0.6337,19.74,3,0.3324,29.45,4,32,0,467.3,69.0,0.0304,0.165,0,0,0,0,0,1,0,0,0,6.0,5.770776000820895,0.04069999999999999,9.224502,1.3296,5.0696,0.97,4.934998766250308,0.165,1.5842500000000002,64,2.6592,1.9011,1,ap-southeast-1
10,0.5206,23.9,2,0.1325,12.48,64,256,0,441.9,17.7,0.0381,0.395,0,0,0,0,0,1,0,0,0,4.0,9.102383980921418,0.0,10.561409999999999,8.48,5.2059999999999995,0.98,0.37343749416503913,0.395,2.3427,100,1.3250000000000002,1.0412,5,us-east-1
1,0.2046,14.29,85,0.3729,61.79,64,512,1,457.2,26.3,0.0635,0.203,0,0,1,0,0,0,0,0,0,5.0,0.2244997322820684,0.7954,6.533387999999999,23.8656,0.2046,0.15000000000000002,0.22328124651123052,0.406,-0.9207000000000001,1,0.3729,17.391000000000002,3,eu-north-1
5,0.3243,61.84,21,0.3137,9.93,16,32,0,209.3,59.0,0.0514,0.499,0,0,0,1,0,0,0,0,0,3.0,1.6175767424322895,0.18769444444444444,12.943112000000001,5.0192,1.6215,0.79,3.864999758437515,0.499,-0.16215,25,1.5684999999999998,6.8103,4,sa-east-1
3,0.1449,76.75,288,0.5608,67.75,16,64,0,180.1,97.6,0.0652,0.663,0,0,1,0,0,0,0,0,0,2.0,0.5294340923636391,0.3325388888888889,13.822674999999998,8.9728,0.4347,0.0,4.796874700195331,0.663,-0.36225,9,1.6824,41.7312,6,us-west-2
7,0.7249,7.75,3,0.6566,42.7,4,16,0,492.5,48.7,0.036,0.165,0,0,0,0,0,0,0,0,1,6.0,5.049429000718283,0.04585,3.816875,2.6264,5.0743,0.97,1.9374995156251211,0.165,1.08735,49,4.5962,2.1747,1,ap-southeast-1
7,0.6686,155.34,24,0.3329,2.4,64,128,0,225.9,56.3,0.0499,0.539,0,0,0,1,0,0,0,0,0,3.0,2.174671595358925,0.055233333333333336,35.091306,21.3056,4.6802,0.76,2.427187462075196,0.539,1.0029,49,2.3303,16.0464,1,ap-southeast-1
4,0.2214,309.84,67,0.5525,38.8,4,16,0,570.7,44.9,0.0305,0.191,1,0,0,0,0,0,0,0,0,6.0,0.94797766268219,0.25953333333333334,176.82568799999999,2.21,0.8856,0.32999999999999996,77.45998063500483,0.191,-0.3321,16,2.21,14.8338,6,us-west-2
3,0.3607,504.42,78,0.6114,86.32,8,32,1,116.5,56.0,0.0455,0.738,1,0,0,0,0,0,0,0,0,1.0,0.6865854484842359,0.49723333333333325,58.76493,4.8912,1.0821,0.21999999999999997,63.052492118438494,1.476,-0.90175,9,1.8342,28.134600000000002,3,eu-north-1
1,0.3375,708.32,79,0.1417,98.16,2,4,0,393.3,23.8,0.0432,0.403,0,0,0,0,0,0,1,0,0,4.0,0.228204859341199,0.33125,278.58225600000003,0.2834,0.3375,0.20999999999999996,354.1598229200885,0.403,-1.51875,1,0.1417,26.6625,3,eu-north-1
1,0.8913,340.31,42,0.744,10.9,64,256,1,419.0,17.9,0.0341,0.391,0,0,0,0,0,0,1,0,0,4.0,0.265872514986639,0.10870000000000002,142.58989000000003,47.616,0.8913,0.5800000000000001,5.317343666916505,0.782,-4.01085,1,0.744,37.434599999999996,3,eu-north-1
3,0.1792,221.33,15,0.2986,10.31,2,4,0,92.8,41.4,0.0536,0.653,0,0,0,0,0,0,0,1,0,1.0,1.0820208904101793,0.3192,20.539424,0.5972,0.5376,0.85,110.66494466752766,0.653,-0.448,9,0.8957999999999999,2.688,2,eu-central-1
7,0.2791,4.77,2,0.512,1.41,4,32,1,133.7,70.2,0.0673,0.615,0,0,0,0,0,1,0,0,0,2.0,6.371668786644993,0.2403,0.6377489999999999,2.048,1.9537,0.98,1.1924997018750745,1.23,0.41865,49,3.584,0.5582,5,us-east-1
1,0.3892,263.81,118,0.1555,15.62,64,256,0,238.6,67.1,0.0564,0.541,0,0,0,0,0,0,1,0,0,3.0,0.20924334602318198,0.3054,62.945066,9.952,0.3892,0.0,4.122031185593263,0.541,-1.7513999999999998,1,0.1555,45.925599999999996,3,eu-north-1
6,0.5788,10.85,5,0.4786,55.21,4,16,0,425.1,18.7,0.0393,0.346,0,1,0,0,0,0,0,0,0,4.0,3.348661890383698,0.0936,4.612335,1.9144,3.4728,0.95,2.7124993218751694,0.346,0.2894,36,2.8716,2.894,4,sa-east-1
8,0.1424,4.11,1,0.3274,15.32,16,64,0,389.6,17.9,0.0437,0.394,0,0,0,0,1,0,0,0,0,4.0,11.541543676183881,0.0952888888888889,1.6012560000000002,5.2384,1.1392,0.99,0.2568749839453135,0.394,0.356,64,2.6192,0.1424,5,us-east-1
4,0.4042,71.61,225,0.3558,37.67,2,16,0,42.6,92.5,0.0566,1.0,0,0,1,0,0,0,0,0,0,0.0,0.7379344036340696,0.1986,3.050586,0.7116,1.6168,0.0,35.80498209750895,1.0,-0.6063000000000001,16,1.4232,90.94500000000001,6,us-west-2
9,0.7728,3.03,3,0.312,14.33,16,32,0,422.1,20.9,0.0341,0.37,0,0,0,0,0,1,0,0,0,4.0,6.492123000923507,0.01262222222222222,1.278963,4.992,6.9552000000000005,0.97,0.1893749881640632,0.37,2.7048,81,2.808,2.3184,1,ap-southeast-1
