job_id,job_type,importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_region,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,recommended_region
16089,scientific_compute,3,0.7056,343.16,39,0.6173,105.47,64,256,0,sa-east-1,165.3,116.6,0.07,0.603,us-west-2
16090,real_time_inference,8,0.4442,29.56,1,0.5029,5.45,2,8,0,us-east-1,328.4,15.7,0.036,0.339,sa-east-1
16091,etl_pipeline,2,0.4661,175.67,12,0.1404,13.83,32,64,0,sa-east-1,151.8,105.6,0.0615,0.648,eu-north-1
16092,scientific_compute,4,0.4138,464.53,48,0.2079,58.91,4,16,1,us-west-2,97.4,59.0,0.0494,0.729,eu-north-1
16093,batch_ml_training,2,0.1547,201.09,79,0.4022,40.45,4,16,0,eu-central-1,250.8,75.0,0.0506,0.51,eu-north-1
16094,ci_cd_build,6,0.2272,58.64,3,0.1641,88.12,4,8,0,ap-southeast-1,470.1,31.5,0.0595,0.234,us-east-1
16095,batch_ml_training,2,0.4979,583.35,22,0.4138,50.25,8,64,0,eu-central-1,243.2,79.1,0.0522,0.533,eu-north-1
16096,scientific_compute,2,0.6443,336.5,131,0.2635,73.79,2,4,1,us-east-1,385.3,26.4,0.0426,0.365,us-west-2
16097,fraud_detection,10,0.3609,9.89,1,0.5752,5.05,8,16,0,eu-central-1,226.5,78.6,0.0631,0.578,us-east-1
16098,scientific_compute,1,0.1022,194.05,166,0.1957,62.64,64,512,0,eu-central-1,199.1,68.4,0.0568,0.555,us-east-1
16099,web_serving,5,0.3813,16.57,2,0.0878,5.97,16,128,1,ap-south-1,484.8,58.9,0.03,0.188,eu-north-1
16100,scientific_compute,2,0.7616,449.62,133,0.6602,7.96,4,16,0,ap-southeast-1,463.0,33.1,0.0552,0.231,eu-north-1
16101,etl_pipeline,3,0.3412,111.22,7,0.6355,36.96,16,128,0,sa-east-1,161.5,118.4,0.0634,0.632,sa-east-1
16102,video_transcoding,6,0.4927,263.81,2,0.3126,28.95,4,16,0,us-west-2,125.2,38.4,0.0534,0.762,us-east-1
16103,real_time_inference,7,0.5565,15.89,1,0.2043,19.36,32,128,0,ap-southeast-1,362.0,35.1,0.0517,0.197,ap-southeast-1
16104,video_transcoding,5,0.3402,284.68,14,0.407,11.78,32,256,0,ap-southeast-1,494.6,34.2,0.0553,0.209,eu-central-1
16105,web_serving,5,0.2787,12.71,3,0.1572,2.21,2,8,0,ap-south-1,598.2,62.7,0.0351,0.188,us-east-1
16106,etl_pipeline,3,0.5345,82.54,14,0.8165,69.97,2,4,1,eu-north-1,35.1,66.9,0.0456,0.855,eu-north-1
16107,real_time_inference,7,0.4825,17.53,2,0.0569,11.95,4,32,1,us-east-1,398.4,24.6,0.0348,0.382,us-east-1
16108,ci_cd_build,5,0.8076,27.79,8,0.1413,49.59,4,8,1,eu-north-1,43.6,102.8,0.0506,0.915,eu-north-1
16109,fraud_detection,9,0.5774,10.17,1,0.9356,59.21,16,32,1,ap-southeast-1,370.3,33.5,0.052,0.207,ap-southeast-1
16110,web_serving,7,0.5906,20.79,1,0.3206,1.02,8,16,0,us-east-1,374.9,26.6,0.0448,0.397,us-east-1
16111,web_serving,8,0.5128,23.26,1,0.1489,24.49,8,32,0,ap-southeast-1,376.0,40.0,0.0637,0.203,us-east-1
16112,ci_cd_build,4,0.3224,23.61,5,0.073,60.75,16,64,0,us-east-1,321.4,21.8,0.0419,0.372,sa-east-1
16113,web_serving,5,0.3621,7.44,1,0.06,6.84,16,128,0,us-east-1,380.0,19.0,0.0435,0.394,us-east-1
16114,video_transcoding,2,0.2801,80.61,16,0.7216,54.11,2,16,1,ap-southeast-1,462.3,34.7,0.0539,0.214,eu-north-1
16115,batch_ml_training,1,0.3342,448.32,33,0.1396,27.0,8,64,0,us-west-2,111.9,41.7,0.0503,0.655,eu-north-1
16116,batch_ml_training,3,0.1026,501.62,23,0.4242,4.4,16,32,0,us-east-1,316.7,16.1,0.0456,0.394,eu-central-1
16117,batch_ml_training,3,0.3783,279.2,45,0.3797,20.69,2,4,1,sa-east-1,157.3,73.2,0.064,0.665,eu-north-1
16118,web_serving,9,0.084,12.43,3,0.14,58.77,2,16,0,ap-southeast-1,433.5,35.8,0.0515,0.209,us-east-1
16119,fraud_detection,10,0.2958,11.64,2,0.388,6.18,8,64,0,eu-north-1,47.1,94.0,0.0573,0.884,us-east-1
16120,web_serving,5,0.8663,10.36,1,0.6686,6.65,64,512,0,us-west-2,111.0,34.0,0.0558,0.685,us-east-1
16121,batch_ml_training,2,0.7144,521.69,94,0.1701,26.06,64,128,0,sa-east-1,167.7,78.3,0.07,0.722,eu-north-1
16122,video_transcoding,6,0.3826,168.26,20,0.538,72.17,64,128,1,us-west-2,94.3,35.5,0.0553,0.755,eu-north-1
16123,scientific_compute,2,0.3822,169.07,191,0.4383,45.92,4,8,0,eu-north-1,43.1,85.6,0.0521,0.859,eu-north-1
16124,scientific_compute,1,0.4832,539.85,128,0.2474,7.04,64,512,0,ap-southeast-1,501.7,32.1,0.0638,0.2,eu-north-1
16125,ci_cd_build,3,0.5371,16.13,4,0.786,78.88,64,512,0,us-east-1,374.7,24.6,0.0385,0.391,ap-south-1
16126,etl_pipeline,2,0.7625,89.1,10,0.0713,26.58,32,64,0,sa-east-1,142.1,113.6,0.0627,0.636,eu-north-1
16127,real_time_inference,10,0.0996,16.28,2,0.7568,69.79,4,16,0,ap-south-1,570.5,45.1,0.0362,0.18,us-east-1
16128,batch_ml_training,2,0.388,435.71,80,0.2768,88.14,16,32,0,ap-south-1,533.4,55.8,0.0343,0.173,eu-north-1
16129,data_archival,4,0.1939,76.72,156,0.6568,57.25,4,8,0,us-east-1,329.2,19.3,0.0469,0.41,us-west-2
16130,web_serving,8,0.7579,11.97,2,0.3324,37.79,8,16,0,sa-east-1,176.5,104.3,0.0663,0.606,us-east-1
16131,real_time_inference,9,0.4769,22.25,1,0.1147,37.7,64,128,0,sa-east-1,154.7,75.3,0.0722,0.687,us-east-1
16132,web_serving,10,0.6568,14.57,2,0.6642,51.41,32,128,0,ap-southeast-1,429.1,23.5,0.0683,0.213,us-east-1
16133,etl_pipeline,5,0.5942,119.56,12,0.2695,30.57,16,128,1,sa-east-1,146.9,69.6,0.0576,0.668,eu-north-1
16134,batch_ml_training,2,0.5859,357.73,90,0.1539,20.82,64,256,0,sa-east-1,138.5,71.7,0.065,0.668,eu-north-1
16135,web_serving,6,0.2586,18.82,2,0.2002,64.2,64,128,0,eu-central-1,234.8,64.1,0.0629,0.488,us-east-1
16136,scientific_compute,3,0.3431,767.03,161,0.2839,63.61,32,128,0,eu-central-1,220.6,48.8,0.0635,0.578,us-west-2
16137,ci_cd_build,5,0.3859,12.19,4,0.1176,108.75,2,4,1,ap-south-1,487.4,55.0,0.0376,0.183,eu-north-1
16138,ci_cd_build,6,0.2031,57.69,10,0.7924,22.6,8,64,0,sa-east-1,177.3,87.4,0.0712,0.639,ap-south-1
16139,real_time_inference,10,0.5209,6.67,3,0.1897,0.51,32,64,1,us-east-1,446.9,22.2,0.039,0.357,us-east-1
16140,real_time_inference,7,0.1422,9.05,1,0.0249,49.64,8,16,1,us-west-2,115.1,51.2,0.0564,0.748,us-east-1
16141,fraud_detection,8,0.8214,7.1,2,0.3589,116.92,8,16,0,us-east-1,430.9,23.7,0.0438,0.342,ap-southeast-1
16142,ci_cd_build,3,0.5775,21.92,1,0.3224,3.97,32,64,0,ap-southeast-1,441.3,36.9,0.0537,0.203,us-east-1
16143,scientific_compute,5,0.1464,371.49,123,0.4007,11.66,8,64,0,eu-central-1,217.3,68.6,0.0524,0.54,us-west-2
16144,etl_pipeline,7,0.2899,189.17,4,0.2484,45.91,32,128,1,us-west-2,112.1,58.1,0.0417,0.639,eu-north-1
16145,video_transcoding,5,0.6601,212.79,12,0.104,19.75,4,8,1,us-east-1,409.4,16.9,0.0361,0.407,eu-north-1
16146,scientific_compute,1,0.5013,304.41,133,0.9383,56.67,8,64,0,eu-north-1,47.7,107.7,0.0503,0.96,eu-north-1
16147,web_serving,10,0.3063,9.38,3,0.5213,8.32,4,8,0,ap-south-1,531.3,58.3,0.0337,0.193,eu-central-1
16148,batch_ml_training,1,0.3735,333.55,42,0.6988,133.58,4,32,1,ap-south-1,601.2,51.3,0.0338,0.167,eu-north-1
16149,ci_cd_build,3,0.1167,35.1,6,0.8947,13.22,4,32,0,us-east-1,388.6,19.4,0.0429,0.373,ap-south-1
16150,scientific_compute,3,0.3806,838.9,78,0.0941,69.12,2,16,0,ap-southeast-1,436.4,35.9,0.0662,0.212,us-west-2
16151,etl_pipeline,6,0.3182,70.47,17,0.7169,1.11,2,8,0,us-east-1,329.6,16.6,0.0361,0.369,ap-south-1
16152,ci_cd_build,4,0.47,49.6,4,0.4668,41.51,32,128,0,ap-southeast-1,357.9,22.7,0.0597,0.225,sa-east-1
16153,data_archival,1,0.9076,72.93,75,0.1413,5.2,8,64,0,sa-east-1,152.6,111.3,0.0531,0.733,eu-north-1
16154,etl_pipeline,6,0.3259,138.8,22,0.9001,63.48,32,64,1,ap-southeast-1,439.9,23.7,0.0569,0.221,eu-north-1
16155,ci_cd_build,8,0.3971,13.75,10,0.5111,63.03,8,64,0,sa-east-1,169.6,96.2,0.0715,0.612,us-east-1
16156,data_archival,3,0.2282,91.32,116,0.7491,68.17,2,4,0,eu-north-1,45.8,75.1,0.0446,0.958,us-west-2
16157,batch_ml_training,2,0.3516,395.78,46,0.8822,1.61,2,16,0,eu-north-1,44.1,86.7,0.0454,0.877,eu-north-1
16158,video_transcoding,2,0.0249,92.64,16,0.3135,38.15,64,128,1,sa-east-1,189.0,103.6,0.069,0.685,eu-north-1
16159,batch_ml_training,4,0.6195,595.49,78,0.7216,51.27,4,16,1,sa-east-1,148.0,88.6,0.0594,0.637,eu-north-1
16160,video_transcoding,2,0.7189,180.73,9,0.1268,106.95,64,512,0,us-west-2,122.0,57.2,0.0472,0.775,eu-north-1
16161,fraud_detection,10,0.3163,10.89,1,0.135,2.19,8,64,0,us-west-2,117.4,35.0,0.0442,0.665,us-east-1
16162,batch_ml_training,5,0.334,275.99,24,0.1145,86.4,16,128,1,ap-south-1,491.5,62.5,0.0339,0.178,eu-north-1
16163,web_serving,8,0.5805,6.53,2,0.08,57.8,4,32,1,us-west-2,98.6,44.3,0.0425,0.649,us-east-1
16164,data_archival,3,0.6801,74.0,80,0.6116,4.71,2,16,0,sa-east-1,138.8,112.7,0.0608,0.609,us-west-2
16165,web_serving,10,0.4543,5.14,1,0.637,78.22,64,256,0,eu-central-1,247.5,57.3,0.0514,0.529,us-east-1
16166,ci_cd_build,5,0.839,26.85,6,0.8261,14.15,64,512,0,ap-south-1,549.7,49.2,0.033,0.162,ap-south-1
16167,video_transcoding,6,0.7021,142.94,3,0.2909,16.95,64,256,0,ap-south-1,581.2,42.0,0.039,0.194,ap-southeast-1
16168,web_serving,5,0.4241,4.83,2,0.638,12.76,32,128,1,ap-south-1,438.5,49.3,0.037,0.185,eu-north-1
16169,etl_pipeline,7,0.6259,197.69,15,0.3625,113.42,32,64,0,ap-south-1,440.4,46.0,0.0329,0.186,sa-east-1
16170,video_transcoding,4,0.3419,58.53,5,0.727,69.05,16,32,0,ap-south-1,513.1,44.5,0.0333,0.179,ap-south-1
16171,etl_pipeline,6,0.1878,144.45,13,0.2097,63.81,2,4,0,us-east-1,393.3,21.0,0.0444,0.374,sa-east-1
16172,real_time_inference,7,0.5421,11.93,3,0.2863,34.93,16,32,0,ap-southeast-1,382.9,27.0,0.0509,0.219,us-east-1
16173,batch_ml_training,1,0.2657,211.8,36,0.4278,41.89,8,64,0,ap-south-1,426.7,52.5,0.0359,0.17,eu-north-1
16174,data_archival,1,0.6878,32.39,65,0.5545,13.12,4,16,0,ap-southeast-1,462.7,34.4,0.0613,0.221,eu-north-1
16175,web_serving,10,0.7301,18.99,1,0.2468,17.27,32,64,0,sa-east-1,138.1,106.2,0.073,0.643,us-east-1
16176,video_transcoding,6,0.6289,278.94,17,0.4574,4.95,2,4,0,sa-east-1,143.5,73.5,0.0551,0.722,eu-central-1
16177,real_time_inference,9,0.6056,17.01,3,0.4283,4.72,16,64,1,us-west-2,126.6,53.4,0.054,0.7,ap-southeast-1
16178,web_serving,9,0.6572,8.48,1,0.1767,24.18,4,32,0,us-east-1,403.7,15.1,0.0404,0.334,us-east-1
16179,batch_ml_training,2,0.2035,352.62,21,0.6117,7.21,32,256,0,sa-east-1,160.4,80.1,0.0705,0.618,eu-north-1
16180,etl_pipeline,6,0.2328,81.21,22,0.4115,122.81,4,32,0,ap-south-1,545.9,48.4,0.03,0.169,sa-east-1
16181,etl_pipeline,6,0.3374,56.24,3,0.2619,3.32,4,32,0,eu-north-1,38.9,63.9,0.0492,0.879,us-east-1
16182,fraud_detection,8,0.3613,9.24,1,0.2622,3.16,2,8,1,sa-east-1,143.4,120.8,0.0678,0.648,us-east-1
16183,batch_ml_training,5,0.5525,566.91,42,0.0677,19.92,16,128,0,eu-central-1,248.6,60.8,0.0473,0.507,eu-central-1
16184,fraud_detection,10,0.2477,8.91,1,0.6247,45.37,4,32,0,ap-south-1,454.5,65.1,0.034,0.188,us-east-1
16185,fraud_detection,9,0.3928,12.47,1,0.2978,109.27,2,8,1,us-west-2,108.2,56.8,0.0456,0.69,us-east-1
16186,data_archival,3,0.6298,57.99,236,0.3692,79.98,32,64,1,us-west-2,96.4,47.3,0.0455,0.692,eu-north-1
16187,real_time_inference,7,0.6069,27.07,2,0.4224,138.22,2,4,0,ap-south-1,564.0,67.5,0.0326,0.172,ap-southeast-1
16188,etl_pipeline,5,0.258,141.44,22,0.1238,126.94,32,256,0,eu-central-1,245.7,66.9,0.0555,0.509,sa-east-1
16189,real_time_inference,8,0.5513,26.71,1,0.0872,2.92,8,32,0,sa-east-1,191.8,82.6,0.0623,0.624,ap-southeast-1
16190,data_archival,3,0.6283,63.87,278,0.4394,27.03,32,256,1,ap-south-1,487.0,48.5,0.0386,0.19,eu-north-1
16191,fraud_detection,8,0.6069,10.96,1,0.0854,60.48,16,64,0,sa-east-1,158.2,112.4,0.0728,0.703,ap-southeast-1
16192,data_archival,1,0.3173,98.4,273,0.2918,73.71,64,512,1,us-west-2,119.9,36.0,0.0463,0.772,eu-north-1
16193,ci_cd_build,7,0.6821,13.98,1,0.5084,140.36,4,16,0,ap-south-1,469.8,67.7,0.03,0.176,ap-southeast-1
16194,etl_pipeline,2,0.4326,145.93,8,0.5601,16.51,16,64,0,us-east-1,393.4,16.6,0.0432,0.366,eu-north-1
16195,video_transcoding,4,0.7474,97.17,8,0.1376,56.37,8,16,0,ap-south-1,561.9,66.0,0.035,0.184,sa-east-1
16196,scientific_compute,2,0.4994,199.3,131,0.0844,37.43,32,256,0,ap-southeast-1,478.1,34.1,0.0607,0.237,eu-north-1
16197,ci_cd_build,8,0.8871,13.74,10,0.7354,43.84,2,4,0,ap-south-1,562.3,49.2,0.0358,0.164,us-east-1
16198,batch_ml_training,5,0.7035,296.26,44,0.4445,43.46,4,8,0,eu-north-1,43.1,65.9,0.0538,0.958,eu-central-1
16199,scientific_compute,2,0.2644,267.94,183,0.638,72.73,64,128,0,us-east-1,449.6,18.2,0.0395,0.398,eu-north-1
16200,fraud_detection,9,0.7075,8.77,2,0.0967,11.7,32,64,1,eu-north-1,34.4,62.3,0.0503,0.943,ap-southeast-1
16201,etl_pipeline,2,0.3617,189.98,7,0.2457,17.63,64,512,0,eu-central-1,217.2,57.9,0.0594,0.487,eu-north-1
16202,web_serving,10,0.2185,9.47,3,0.8294,12.11,16,128,1,ap-south-1,607.3,65.0,0.0381,0.166,us-east-1
16203,web_serving,8,0.7567,4.2,2,0.1956,51.87,4,16,1,eu-north-1,35.7,63.1,0.0485,0.948,us-east-1
16204,scientific_compute,5,0.348,794.02,125,0.2083,11.36,64,256,0,ap-southeast-1,445.8,22.6,0.0511,0.227,eu-central-1
16205,batch_ml_training,5,0.2078,171.99,86,0.5716,66.62,4,16,0,ap-south-1,609.8,73.3,0.0297,0.165,sa-east-1
16206,ci_cd_build,8,0.5619,12.21,8,0.2311,2.3,16,64,0,eu-central-1,216.6,49.9,0.0618,0.501,us-east-1
16207,scientific_compute,1,0.178,596.12,47,0.7204,83.0,64,256,0,us-east-1,313.5,24.6,0.0464,0.397,eu-north-1
16208,scientific_compute,5,0.4422,710.63,117,0.2646,37.27,64,512,0,ap-south-1,565.1,47.7,0.0373,0.186,eu-central-1
16209,video_transcoding,2,0.0908,266.02,9,0.3112,55.44,16,128,1,us-west-2,128.2,36.7,0.0467,0.673,eu-north-1
16210,web_serving,6,0.6682,20.2,2,0.3176,52.35,64,128,0,eu-north-1,47.9,78.2,0.0562,1.0,ap-southeast-1
16211,fraud_detection,9,0.0672,14.74,2,0.2228,57.36,4,32,0,us-west-2,114.8,35.9,0.053,0.733,us-east-1
16212,ci_cd_build,6,0.4548,44.42,10,0.3239,2.13,4,32,0,eu-central-1,251.0,64.0,0.055,0.494,sa-east-1
16213,scientific_compute,1,0.4642,703.26,28,0.4849,29.3,8,16,0,us-west-2,96.5,51.0,0.0526,0.697,eu-north-1
16214,real_time_inference,9,0.2856,12.12,3,0.6407,51.34,4,8,0,ap-southeast-1,452.7,29.3,0.0497,0.209,us-east-1
16215,fraud_detection,8,0.1741,8.0,1,0.1956,4.61,4,16,0,eu-central-1,262.0,69.3,0.0508,0.501,us-east-1
16216,ci_cd_build,7,0.1693,33.37,2,0.5394,74.35,4,8,0,sa-east-1,189.8,79.1,0.0609,0.668,us-east-1
16217,scientific_compute,2,0.1408,800.43,31,0.6129,103.06,32,256,0,ap-south-1,538.3,46.7,0.0318,0.179,eu-north-1
16218,data_archival,4,0.4975,92.24,131,0.3665,53.53,64,512,1,ap-south-1,519.7,58.5,0.0306,0.169,eu-north-1
16219,batch_ml_training,5,0.4827,577.26,30,0.7037,101.66,32,128,0,sa-east-1,184.7,88.6,0.0581,0.73,ap-south-1
16220,video_transcoding,3,0.0561,173.53,18,0.3968,68.28,2,16,0,eu-north-1,43.5,86.8,0.0484,0.97,sa-east-1
16221,etl_pipeline,5,0.3022,108.07,21,0.197,66.52,32,64,1,ap-southeast-1,389.1,28.7,0.0637,0.207,eu-north-1
16222,real_time_inference,7,0.2546,15.82,1,0.0989,53.6,32,64,0,sa-east-1,152.6,102.9,0.0698,0.733,us-east-1
16223,real_time_inference,8,0.5414,7.56,3,0.5824,1.48,2,8,0,us-east-1,347.6,18.4,0.0382,0.359,ap-south-1
16224,real_time_inference,8,0.158,9.94,1,0.2407,3.21,16,128,0,ap-southeast-1,376.7,32.9,0.0634,0.208,us-east-1
16225,ci_cd_build,5,0.3769,23.63,2,0.5567,9.16,32,64,0,eu-north-1,37.4,79.3,0.0544,0.986,us-east-1
16226,scientific_compute,2,0.256,307.76,31,0.5255,27.98,2,8,1,ap-south-1,492.5,71.0,0.0296,0.164,eu-north-1
16227,ci_cd_build,6,0.7056,14.85,8,0.6384,37.4,16,128,0,sa-east-1,166.6,83.6,0.0571,0.67,ap-southeast-1
16228,video_transcoding,3,0.3176,108.0,6,0.4468,86.73,8,64,0,ap-southeast-1,514.2,36.1,0.0523,0.218,sa-east-1
16229,data_archival,2,0.3634,61.7,293,0.7774,79.65,64,512,0,us-west-2,106.0,60.7,0.0452,0.684,eu-north-1
16230,data_archival,3,0.4541,65.68,174,0.5176,48.6,64,512,0,eu-north-1,46.0,105.7,0.0565,1.0,us-west-2
16231,batch_ml_training,4,0.4365,461.03,90,0.8975,57.62,2,8,0,eu-central-1,251.6,51.6,0.0617,0.577,us-west-2
16232,fraud_detection,10,0.6165,4.69,1,0.6432,23.05,32,64,0,ap-southeast-1,373.4,36.9,0.0604,0.222,ap-southeast-1
16233,real_time_inference,10,0.4248,10.96,2,0.3226,40.07,32,256,1,ap-south-1,538.3,67.7,0.0363,0.185,us-east-1
16234,video_transcoding,5,0.2658,47.78,17,0.5594,43.64,16,32,0,eu-central-1,212.0,49.7,0.0519,0.496,sa-east-1
16235,etl_pipeline,3,0.4799,172.46,17,0.52,56.17,32,128,0,us-east-1,353.8,23.8,0.0419,0.361,sa-east-1
16236,etl_pipeline,5,0.9528,181.1,22,0.1434,6.29,8,32,0,eu-central-1,247.9,76.5,0.0575,0.497,sa-east-1
16237,fraud_detection,9,0.0796,5.05,1,0.7538,42.7,4,16,0,ap-south-1,514.3,60.4,0.0296,0.163,us-east-1
16238,etl_pipeline,2,0.6679,31.86,17,0.0742,54.61,64,128,0,sa-east-1,151.3,109.5,0.0708,0.623,eu-north-1
16239,video_transcoding,6,0.5831,245.51,15,0.776,105.4,2,16,0,eu-north-1,34.2,106.5,0.0572,0.841,ap-south-1
16240,fraud_detection,9,0.4797,7.96,1,0.2252,40.35,2,16,0,sa-east-1,178.8,84.7,0.0616,0.63,us-east-1
16241,scientific_compute,5,0.3453,721.95,53,0.1546,83.64,2,4,0,ap-southeast-1,405.1,29.4,0.0645,0.225,eu-central-1
16242,real_time_inference,8,0.372,9.38,3,0.2662,81.38,4,32,0,eu-central-1,201.2,49.1,0.0605,0.576,us-east-1
16243,scientific_compute,3,0.6959,775.0,155,0.5362,111.98,4,8,0,eu-central-1,248.6,51.4,0.0591,0.528,us-west-2
16244,video_transcoding,2,0.334,273.01,19,0.3922,28.19,4,8,1,eu-north-1,38.8,98.3,0.0477,0.907,eu-north-1
16245,etl_pipeline,6,0.679,119.29,14,0.1982,50.57,8,16,0,eu-central-1,213.9,59.0,0.0469,0.484,ap-southeast-1
16246,web_serving,9,0.4631,4.55,3,0.3244,101.02,32,128,1,eu-central-1,241.8,59.4,0.0484,0.572,us-east-1
16247,batch_ml_training,2,0.3541,525.99,18,0.8494,49.34,4,16,0,ap-south-1,520.1,70.3,0.038,0.186,eu-north-1
16248,ci_cd_build,5,0.6829,17.63,6,0.3038,67.99,16,128,0,ap-southeast-1,434.8,32.2,0.0495,0.234,sa-east-1
16249,real_time_inference,9,0.2197,8.71,3,0.1344,103.49,4,8,0,eu-north-1,41.3,84.8,0.0573,0.883,us-east-1
16250,scientific_compute,5,0.1115,440.9,31,0.0294,49.32,16,128,0,us-east-1,322.0,19.4,0.0398,0.36,eu-central-1
16251,fraud_detection,10,0.3321,14.33,1,0.147,4.68,64,256,0,ap-south-1,519.8,69.1,0.0368,0.192,us-east-1
16252,scientific_compute,1,0.6698,212.63,84,0.0742,65.39,8,32,0,sa-east-1,163.9,73.6,0.0594,0.625,eu-north-1
16253,real_time_inference,8,0.3206,25.86,3,0.458,46.03,8,16,1,eu-central-1,198.5,51.9,0.0635,0.526,us-east-1
16254,fraud_detection,8,0.1511,8.89,1,0.3704,37.89,32,128,0,eu-north-1,39.1,70.8,0.0593,0.959,us-east-1
16255,scientific_compute,2,0.4839,548.24,108,0.7012,11.74,16,32,0,ap-south-1,523.4,43.7,0.0396,0.171,eu-north-1
16256,fraud_detection,10,0.7482,2.64,2,0.0534,53.05,2,8,0,sa-east-1,189.7,115.9,0.0663,0.672,ap-southeast-1
16257,batch_ml_training,4,0.4167,285.59,60,0.2345,93.18,4,8,0,us-west-2,92.8,52.2,0.0432,0.721,us-west-2
16258,ci_cd_build,5,0.7505,27.15,9,0.5957,53.01,64,128,0,us-west-2,119.2,60.0,0.041,0.671,sa-east-1
16259,web_serving,9,0.0549,22.25,1,0.2732,19.85,4,32,0,ap-southeast-1,411.5,39.4,0.0608,0.196,us-east-1
16260,fraud_detection,9,0.4701,12.69,2,0.0015,33.23,16,32,0,sa-east-1,177.8,118.5,0.0613,0.637,us-east-1
16261,web_serving,10,0.2667,2.99,1,0.7881,13.27,4,32,0,us-west-2,119.5,41.4,0.0526,0.647,us-east-1
16262,video_transcoding,3,0.9067,262.9,4,0.0485,84.61,16,32,0,eu-north-1,35.4,86.5,0.06,0.915,us-west-2
16263,video_transcoding,6,0.4917,53.01,2,0.3175,24.65,16,128,1,ap-south-1,456.7,52.3,0.0301,0.16,eu-north-1
16264,scientific_compute,5,0.4128,652.07,182,0.7777,28.8,8,64,0,eu-central-1,243.6,60.4,0.0646,0.594,ap-south-1
16265,ci_cd_build,5,0.5288,13.19,5,0.3181,15.41,8,16,0,ap-south-1,571.7,71.8,0.0368,0.174,sa-east-1
16266,web_serving,7,0.7043,16.82,3,0.636,63.86,64,128,0,ap-south-1,483.6,61.8,0.0346,0.166,us-east-1
16267,ci_cd_build,5,0.8845,25.11,8,0.3385,38.34,4,32,0,us-east-1,363.0,16.0,0.0343,0.391,us-east-1
16268,video_transcoding,6,0.3039,79.42,8,0.5097,18.22,8,32,0,ap-south-1,540.9,57.6,0.0382,0.184,sa-east-1
16269,real_time_inference,8,0.4863,13.67,2,0.35,65.79,64,128,1,ap-south-1,502.0,56.4,0.0385,0.169,us-east-1
16270,scientific_compute,3,0.4176,315.63,150,0.5444,33.62,32,128,0,eu-north-1,36.1,64.3,0.0599,0.914,us-west-2
16271,web_serving,9,0.4668,24.11,3,0.1369,9.53,32,128,1,ap-southeast-1,413.9,32.8,0.0684,0.217,us-east-1
16272,web_serving,7,0.3906,7.13,1,0.0975,28.9,8,16,0,ap-south-1,438.7,58.5,0.0317,0.182,us-east-1
16273,etl_pipeline,2,0.8769,99.93,21,0.0243,113.05,2,4,0,us-east-1,383.7,19.4,0.0436,0.361,eu-north-1
16274,batch_ml_training,4,0.4142,528.93,34,0.0953,24.38,32,64,0,us-east-1,363.0,15.8,0.0456,0.363,us-west-2
16275,real_time_inference,9,0.2384,4.96,2,0.7931,121.87,64,512,0,eu-central-1,197.9,50.3,0.0503,0.551,us-east-1
16276,batch_ml_training,3,0.9349,498.99,80,0.8732,37.5,64,128,0,ap-southeast-1,476.4,36.8,0.0643,0.207,us-west-2
16277,scientific_compute,4,0.0857,201.32,63,0.0469,27.43,32,128,0,ap-south-1,593.5,49.3,0.0377,0.165,us-west-2
16278,scientific_compute,2,0.5574,786.78,66,0.2697,41.41,2,4,0,us-west-2,116.0,59.6,0.0536,0.64,eu-north-1
16279,video_transcoding,6,0.8498,53.77,10,0.479,48.53,4,16,1,us-west-2,111.4,55.6,0.0421,0.698,ap-southeast-1
16280,real_time_inference,10,0.1579,16.33,3,0.4967,11.69,16,128,0,us-east-1,424.3,18.8,0.0397,0.405,us-east-1
16281,fraud_detection,10,0.6332,3.1,1,0.4391,71.01,32,64,1,ap-south-1,506.6,43.7,0.0357,0.181,ap-southeast-1
16282,data_archival,2,0.5683,38.06,77,0.4547,64.29,32,128,1,eu-central-1,221.5,65.3,0.0575,0.559,ap-southeast-1
16283,etl_pipeline,7,0.5877,72.04,15,0.5323,77.69,4,16,0,ap-southeast-1,488.3,35.1,0.0633,0.235,sa-east-1
16284,data_archival,3,0.2226,74.21,236,0.7267,36.22,4,16,0,eu-north-1,35.1,66.0,0.0612,1.0,us-west-2
16285,scientific_compute,1,0.6403,221.8,80,0.5269,59.37,32,128,0,eu-central-1,240.1,78.9,0.0586,0.544,eu-north-1
16286,real_time_inference,10,0.8247,28.68,2,0.8547,40.21,2,8,0,us-east-1,452.8,21.3,0.0366,0.346,ap-southeast-1
16287,batch_ml_training,2,0.2847,434.48,67,0.4606,37.14,32,256,0,eu-central-1,232.8,75.1,0.0514,0.551,eu-north-1
16288,ci_cd_build,7,0.6407,40.44,6,0.0509,79.23,32,256,0,ap-south-1,492.1,55.5,0.0309,0.193,sa-east-1
16289,video_transcoding,3,0.4436,77.21,13,0.251,64.37,8,64,0,us-east-1,337.3,26.2,0.0425,0.372,sa-east-1
16290,web_serving,7,0.0868,12.88,2,0.4799,74.59,64,512,1,us-east-1,336.6,17.1,0.0381,0.41,eu-north-1
